code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600551,时代出版,出版业,安徽,14.66,5.06,5.06,67.99,49.68,6.28,13.53,2.67,0.13,9.14,0.81,20020905,27.43,5.42,-38.15,-46.08,14.32,6.09,15472.0
600681,百川能源,供气供热,湖北,10.3,14.02,14.43,86.08,24.71,29.99,9.31,0.65,0.14,3.23,1.71,19931018,26.42,1.83,-23.24,-40.65,22.48,12.86,27322.0
002404,嘉欣丝绸,纺织,浙江,28.8,4.59,5.78,31.41,22.15,3.68,6.45,1.12,0.048,3.1,1.79,20100511,4.89,0.85,-31.55,-30.99,18.69,4.49,37208.0
603687,大胜达,广告包装,浙江,206.68,0.5,4.11,21.1,8.29,7.62,6.62,1.61,0.016,3.53,3.67,20190726,3.46,0.84,-12.49,-74.27,11.93,2.59,19875.0
688010,福光股份,电器仪表,福建,98.4,0.37,1.54,21.59,14.35,3.19,12.39,8.07,0.094,11.7,3.16,20190722,3.67,2.39,0.03,-15.42,30.43,13.28,12873.0
300084,海默科技,石油开采,甘肃,0.0,3.3,3.85,30.61,15.54,2.76,12.21,3.17,-0.073,4.89,0.76,20100520,2.07,0.54,-45.32,-50.83,33.88,-57.23,22780.0
002357,富临运业,公路,四川,14.36,3.13,3.13,26.13,2.89,5.91,2.08,0.67,0.09699999999999999,3.86,1.44,20100210,5.35,1.71,-49.75,-29.09,9.09,25.12,18777.0
603569,长久物流,仓储物流,北京,0.0,5.6,5.6,57.85,34.52,12.16,3.9,0.7,-0.06,4.29,2.16,20160810,12.7,2.27,-40.21,-160.96,9.32,-4.77,15204.0
000070,特发信息,通信设备,深圳,0.0,7.95,8.16,76.07,54.16,5.95,9.29,1.14,-0.081,3.48,2.66,20000511,10.06,1.23,-48.5,-282.0,8.32,-10.35,85380.0
601865,福莱特,玻璃,浙江,29.39,3.41,19.5,95.71,45.52,29.85,8.39,0.43,0.11,2.42,5.35,20190215,31.9,1.64,29.13,97.01,39.88,17.88,28376.0
002646,青青稞酒,白酒,青海,0.0,4.5,4.5,26.83,12.72,11.59,8.61,1.91,-0.01,5.26,1.77,20111222,9.05,2.01,-44.56,-109.25,65.27,-2.3,21355.0
600111,北方稀土,小金属,内蒙,58.53,36.33,36.33,243.24,179.83,35.99,1.72,0.05,0.04,2.67,3.49,19970924,44.8,1.23,15.28,21.11,9.77,3.18,316518.0
600653,申华控股,汽车服务,上海,0.0,19.46,19.46,68.28,38.19,14.18,3.44,0.18,-0.021,0.95,1.99,19901219,-4.51,-0.23,-35.88,-452.7,8.75,-3.62,172397.0
600606,绿地控股,全国地产,上海,4.68,121.68,121.68,11303.99,9973.18,416.75,101.2,0.83,0.301,6.34,0.89,19920327,534.86,4.4,-11.94,-16.88,16.53,4.6,119273.0
000882,华联股份,其他商业,北京,0.0,24.82,27.37,133.41,44.17,0.48,46.77,1.71,-0.040999999999999995,2.9,0.65,19980616,2.8,0.1,-47.97,-918.52,18.2,-68.03,122747.0
300306,远方信息,电器仪表,浙江,160.65,1.44,2.74,15.94,9.25,1.61,10.23,3.73,0.015,5.2,1.81,20120329,0.64,0.23,-18.59,-68.1,52.07,5.68,16323.0
603717,天域生态,环境保护,重庆,0.0,2.42,2.42,33.71,21.78,1.88,5.85,2.42,-0.031,5.8,1.3,20170327,5.3,2.19,-48.88,-735.72,48.49,-8.48,18420.0
300416,苏试试验,电器仪表,江苏,0.0,1.35,1.36,21.11,12.01,5.77,3.12,2.3,-0.009000000000000001,6.26,5.45,20150122,3.71,2.73,37.09,-134.2,36.51,-0.66,9162.0
603227,雪峰科技,化工原料,新疆,0.0,6.59,6.59,31.94,14.85,10.14,3.26,0.5,-0.051,1.87,2.03,20150515,1.78,0.27,-49.29,-67.86,8.17,-20.92,39021.0
601001,大同煤业,煤炭开采,山西,5.45,16.74,16.74,276.25,104.71,105.63,2.42,0.14,0.174,4.06,0.94,20060623,28.06,1.68,3.57,23.61,55.11,10.68,82643.0
600193,ST创兴,装修装饰,上海,0.0,4.25,4.25,9.7,7.19,0.0,1.43,0.34,-0.002,0.54,6.98,19990527,-3.82,-0.9,-15.38,-151.52,11.9,-1.75,32596.0
300421,力星股份,机械基件,江苏,49.55,1.84,2.42,14.07,6.68,5.4,7.08,2.92,0.028999999999999998,4.67,1.22,20150217,1.33,0.55,-14.46,-61.33,19.69,4.77,13696.0
000813,德展健康,化学制药,新疆,34.88,22.41,22.41,61.92,50.05,5.46,7.07,0.32,0.040999999999999995,2.54,2.24,19980519,42.28,1.89,-2.21,-24.21,73.66,19.47,40691.0
300236,上海新阳,半导体,上海,384.66,2.86,2.91,18.53,8.73,2.14,7.14,2.46,0.035,5.2,10.24,20110629,4.41,1.52,-2.82,59.45,36.12,7.93,63814.0
000801,四川九洲,通信设备,四川,187.65,10.23,10.23,54.53,48.63,3.2,2.78,0.27,0.008,2.37,2.41,19980506,10.41,1.02,-6.03,8.95,19.37,1.23,43574.0
601898,中煤能源,煤炭开采,北京,19.47,91.52,132.59,2783.3,623.65,1156.07,388.36,2.93,0.049,7.41,0.51,20080201,371.73,2.8,-6.9,-57.92,28.75,2.36,152663.0
002087,新野纺织,纺织,河南,12.29,8.16,8.17,91.69,53.97,27.58,13.46,1.65,0.077,5.13,0.74,20061130,18.48,2.26,-28.41,-18.39,18.72,5.98,76649.0
603006,联明股份,汽车配件,上海,495.96,1.91,1.91,20.11,10.52,5.63,1.24,0.65,0.005,5.81,1.64,20140630,7.23,3.78,-54.71,-96.7,25.42,0.88,11393.0
600838,上海九百,百货,上海,65.48,4.01,4.01,14.09,4.24,1.11,1.84,0.46,0.022000000000000002,3.26,1.76,19940224,4.82,1.2,11.71,-62.77,40.45,42.78,49379.0
600020,中原高速,路桥,河南,0.0,22.47,22.47,492.43,61.51,139.87,13.62,0.61,-0.2,4.4,0.87,20030808,47.65,2.12,-60.5,-193.77,-4.86,-63.46,88412.0
601226,华电重工,专用机械,北京,0.0,11.55,11.55,87.33,75.45,8.42,12.2,1.06,-0.057999999999999996,3.08,1.24,20141211,10.2,0.88,-29.88,-142.74,5.6,-7.86,38042.0
688007,光峰科技,元器件,深圳,211.08,0.61,4.52,29.85,18.87,4.66,12.16,2.69,0.03,4.43,5.62,20190722,3.04,0.67,-14.6,-52.16,33.17,4.34,17029.0
601500,通用股份,汽车配件,江苏,113.25,8.72,8.72,69.18,24.05,14.35,15.2,1.74,0.013000000000000001,4.15,1.39,20160919,10.81,1.24,-39.6,-66.19,13.97,1.96,41308.0
002679,福建金森,林业,福建,0.0,2.36,2.36,18.96,17.38,0.2,2.45,1.04,-0.07,3.12,3.69,20120605,2.27,0.96,-97.68,-34.16,9.76,-7192.48,10608.0
002031,巨轮智能,汽车配件,广东,164.73,18.89,21.99,56.74,31.99,11.98,0.4,0.02,0.003,1.4,1.37,20040816,6.86,0.31,-1.08,-6.67,25.08,1.97,114443.0
600218,全柴动力,农用机械,安徽,35.38,3.69,3.69,43.37,31.83,9.77,10.43,2.83,0.068,5.59,1.72,19981203,5.04,1.37,-21.2,-14.52,12.51,3.04,48733.0
600103,青山纸业,造纸,福建,0.0,13.8,23.06,53.51,32.26,13.91,8.15,0.35,-0.008,1.55,1.25,19970703,2.39,0.1,-42.2,-132.32,18.47,-4.34,109583.0
002489,浙江永强,家居用品,浙江,6.43,18.81,21.76,70.96,43.76,8.37,2.68,0.12,0.15,1.81,2.13,20101021,11.07,0.51,7.88,25.51,32.08,16.19,100363.0
601866,中远海发,水运,上海,16.46,79.32,116.08,1544.35,370.49,569.63,3.34,0.03,0.028999999999999998,1.5,1.29,20071212,69.13,0.6,7.58,-42.66,29.61,9.93,331764.0
000630,铜陵有色,铜,安徽,88.3,105.26,105.27,493.62,250.01,171.55,24.86,0.24,0.005,1.73,1.12,19961120,41.08,0.39,-12.55,-79.33,5.6,0.29,370697.0
601186,中国铁建,建筑工程,北京,11.15,115.03,135.8,10954.4,7653.07,497.69,441.56,3.25,0.18,12.66,0.77,20080310,1099.78,8.1,-7.63,-23.55,8.79,2.05,304749.0
600929,湖南盐业,食品,湖南,31.62,3.37,9.18,39.2,12.05,17.42,5.88,0.64,0.046,2.74,2.14,20180326,9.25,1.01,-18.75,2.24,49.66,9.68,43255.0
601838,成都银行,银行,四川,5.0,18.94,36.12,5730.3,0.0,10.16,61.56,1.7,0.391,10.27,0.76,20180131,165.17,4.57,14.13,11.6,0.0,41.24,75103.0
600332,白云山,中成药,广东,10.76,14.06,16.26,565.96,456.26,28.58,98.65,6.07,0.728,15.61,2.01,20010206,123.52,7.6,-5.93,-15.85,21.96,6.97,105256.0
002852,道道全,食品,湖南,23.79,2.06,2.89,25.97,15.49,7.73,10.4,3.6,0.15,6.74,2.04,20170310,7.61,2.63,10.54,-6.0,9.39,4.31,22357.0
300265,通光线缆,电气设备,江苏,684.33,3.37,3.38,22.44,14.62,3.95,1.96,0.58,0.004,3.01,3.93,20110916,4.43,1.31,-26.89,-39.61,25.58,0.68,40622.0
600967,内蒙一机,运输设备,内蒙,28.31,16.9,16.9,248.05,201.12,20.21,43.15,2.55,0.087,5.52,1.78,20040518,30.23,1.79,11.62,7.26,9.6,7.86,45383.0
600615,丰华股份,小金属,上海,0.0,1.88,1.88,6.67,6.14,0.29,4.36,2.32,-0.006,3.35,2.35,19920910,-0.53,-0.28,-21.51,-155.39,6.13,-12.66,13075.0
002401,中远海科,软件服务,上海,12.98,3.02,3.09,32.05,28.78,0.82,0.72,0.23,0.27,3.35,4.12,20100506,6.2,2.0,-3.34,218.78,21.97,33.24,23308.0
603580,艾艾精工,化工原料,上海,108.26,0.42,1.31,4.62,3.51,0.84,0.76,0.58,0.027000000000000003,3.23,3.67,20170525,1.95,1.49,-9.34,-24.04,39.14,9.94,7107.0
603268,松发股份,陶瓷,广东,0.0,1.24,1.24,11.73,4.43,2.61,2.13,1.71,-0.036000000000000004,5.08,2.73,20150319,2.71,2.18,-47.07,-138.56,33.45,-6.22,6787.0
300398,飞凯材料,染料涂料,上海,48.84,4.31,5.18,49.08,25.12,8.57,9.88,1.91,0.10099999999999999,4.76,4.15,20141009,9.67,1.87,-1.28,-28.85,40.19,14.23,27841.0
002344,海宁皮城,商品城,浙江,19.17,12.75,12.83,102.77,21.85,3.95,16.21,1.26,0.052000000000000005,5.93,0.67,20100126,43.06,3.36,-22.02,-32.76,50.9,24.82,35844.0
600006,东风汽车,汽车整车,湖北,0.0,20.0,20.0,173.36,129.05,16.16,6.15,0.31,-0.013999999999999999,3.69,1.08,19990727,39.04,1.95,-33.72,-123.83,10.4,-1.34,124393.0
002015,协鑫能科,新型电力,江苏,22.42,4.01,13.52,245.58,65.03,104.55,36.68,2.71,0.066,3.62,1.65,20040708,-1.11,-0.08,15.52,175.76,17.32,3.57,16904.0
600805,悦达投资,综合类,江苏,0.0,8.5,8.51,103.6,32.4,9.95,2.78,0.33,-0.24,7.05,0.56,19940103,41.75,4.91,-38.48,-850.18,1.93,-49.1,47301.0
601369,陕鼓动力,机械基件,陕西,14.62,16.39,16.78,211.98,182.8,17.83,20.04,1.19,0.102,4.1,1.46,20100428,20.02,1.19,0.05,36.61,20.61,9.59,28194.0
000863,三湘印象,区域地产,上海,33.57,11.84,13.71,128.31,108.9,0.58,32.07,2.34,0.03,4.27,0.93,19970925,16.97,1.24,-71.51,-89.31,46.32,10.96,23321.0
603299,苏盐井神,化工原料,江苏,15.33,5.59,7.76,74.69,31.89,30.95,16.38,2.11,0.098,5.21,1.15,20151231,15.1,1.95,-23.97,-48.5,35.68,8.44,39496.0
000785,居然之家,百货,湖北,49.33,2.51,60.2,329.27,57.25,22.38,51.87,0.86,0.04,2.52,3.17,19970711,39.06,0.65,15.32,-43.75,30.32,10.2,28555.0
600408,ST安泰,焦炭加工,山西,0.0,10.07,10.07,56.61,25.62,26.79,14.52,1.44,-0.009000000000000001,1.93,1.04,20030212,-6.52,-0.65,-34.2,-144.99,5.9,-0.58,58190.0
002970,锐明技术,通信设备,深圳,156.74,0.22,0.86,20.16,18.08,0.86,8.02,9.28,0.179,16.15,6.94,20191217,4.57,5.29,0.0,0.0,44.4,6.67,13922.0
600354,*ST敦种,种植业,甘肃,0.0,5.28,5.28,18.41,9.71,5.34,9.01,1.71,-0.013999999999999999,0.99,4.04,20040115,-9.36,-1.77,14.6,79.5,14.93,-3.33,67398.0
300360,炬华科技,电器仪表,浙江,23.52,3.11,3.88,26.21,21.62,0.98,4.47,1.15,0.128,5.75,2.09,20140121,12.32,3.18,-7.88,28.4,43.5,32.43,13989.0
002843,泰嘉股份,钢加工,湖南,40.98,2.1,2.1,8.16,4.08,3.16,1.28,0.61,0.049,2.85,2.82,20170120,2.04,0.97,-15.39,-36.83,34.6,11.16,13933.0
300701,森霸传感,元器件,河南,36.56,0.38,1.2,6.17,5.17,0.44,1.83,1.53,0.22,4.73,6.8,20170915,2.28,1.9,46.55,55.7,60.85,46.05,14380.0
002737,葵花药业,中成药,黑龙江,13.36,5.33,5.84,53.82,31.99,11.67,8.9,1.52,0.264,5.8,2.43,20141230,16.47,2.82,-24.96,-5.46,56.53,16.94,47531.0
002823,凯中精密,机械基件,深圳,44.19,1.55,2.89,32.83,11.47,13.15,3.82,1.32,0.057,4.45,2.27,20161124,4.98,1.72,-15.66,-11.51,20.01,4.05,19905.0
002654,万润科技,互联网,深圳,0.0,6.18,8.81,44.63,27.54,4.7,17.78,2.02,-0.004,2.28,1.77,20120217,-6.46,-0.73,8.53,-110.23,11.79,-0.36,45403.0
600596,新安股份,化工原料,浙江,160.17,6.95,7.05,114.85,54.77,38.04,8.77,1.24,0.013000000000000001,8.09,1.0,20010906,35.74,5.07,-9.32,-92.52,12.44,0.34,65841.0
000151,中成股份,商贸代理,北京,84.21,2.67,2.96,22.09,18.11,0.56,4.42,1.49,0.024,3.23,2.52,20000906,0.66,0.22,-36.36,1142.5,15.38,5.47,32279.0
002800,天顺股份,仓储物流,新疆,0.0,0.71,0.75,9.43,7.65,0.4,1.5,2.01,-0.024,6.16,3.31,20160530,2.12,2.83,-16.36,-162.83,6.57,-0.9,18204.0
603699,纽威股份,专用机械,江苏,23.46,7.5,7.5,50.86,36.95,7.59,8.02,1.07,0.13,3.65,3.35,20140117,9.19,1.22,13.74,12.74,35.27,13.93,13441.0
600031,三一重工,工程机械,北京,19.6,84.3,84.36,977.11,756.3,103.54,59.95,0.71,0.26,5.51,3.7,20030703,311.46,3.69,-18.92,-31.9,28.17,12.7,278780.0
000821,京山轻机,轻工机械,湖北,49.34,4.57,5.38,50.48,35.12,3.95,16.01,2.98,0.031,4.24,1.44,19980626,0.34,0.06,3.89,-83.02,17.53,2.93,40280.0
603192,汇得科技,化工原料,上海,36.86,0.27,1.07,15.65,11.82,0.78,7.16,6.71,0.166,11.5,2.13,20180828,3.54,3.32,-31.25,-32.67,22.13,8.38,12305.0
300433,蓝思科技,元器件,湖南,22.85,43.69,43.84,475.26,166.42,236.72,63.5,1.45,0.201,5.57,3.31,20150318,120.37,2.75,44.6,1010.53,26.74,12.7,116970.0
600775,南京熊猫,通信设备,江苏,0.0,6.72,9.14,59.85,42.66,11.72,14.71,1.61,-0.045,3.73,2.2,19961118,7.64,0.84,-33.96,-402.42,11.93,-5.73,77034.0
600425,青松建化,水泥,新疆,0.0,13.79,13.79,77.85,16.53,48.51,32.12,2.33,-0.055,3.32,1.24,20030724,-1.84,-0.13,-7.1,-3.74,-0.74,-45.15,96419.0
300110,华仁药业,化学制药,山东,208.1,11.77,11.82,27.5,13.88,11.47,5.28,0.45,0.005,1.85,2.24,20100825,4.1,0.35,-27.75,19.51,52.22,2.44,52542.0
601766,中国中车,运输设备,北京,59.49,243.28,286.99,3968.21,2637.5,579.53,407.54,1.42,0.026000000000000002,4.76,1.3,20080818,638.63,2.23,-15.81,-58.0,21.35,2.24,783102.0
002202,金风科技,电气设备,新疆,12.2,33.88,42.25,1020.99,468.19,198.12,120.84,2.86,0.18,6.98,1.48,20071226,121.89,2.88,1.33,291.46,21.53,16.37,133631.0
000036,华联控股,全国地产,深圳,4.94,14.79,14.84,121.71,97.24,8.12,2.32,0.16,0.209,3.54,1.17,19940617,30.41,2.05,67.24,14.22,66.33,20.92,59709.0
603886,元祖股份,食品,上海,0.0,2.4,2.4,24.88,14.66,3.41,5.15,2.15,-0.129,6.08,2.73,20161228,5.49,2.29,-7.85,-352.37,61.21,-9.83,19362.0
600000,浦发银行,银行,上海,4.41,281.04,293.52,73005.88,0.0,311.85,817.6,2.79,0.56,17.56,0.59,19991110,1872.52,6.38,10.66,5.48,0.0,31.32,181626.0
600219,南山铝业,铝,山东,21.28,97.87,119.5,565.12,244.12,241.46,165.25,1.38,0.025,3.29,0.63,19991223,98.41,0.82,0.74,15.66,20.06,5.93,225409.0
300518,盛讯达,软件服务,深圳,9.72,0.6,0.93,12.84,4.84,0.96,3.41,3.65,0.591,8.32,2.76,20160624,2.93,3.14,-25.93,208.41,50.72,135.27,12877.0
600774,汉商集团,百货,湖北,0.0,2.27,2.27,17.34,2.2,10.66,1.29,0.57,-0.121,2.61,4.01,19961108,1.55,0.68,-87.45,-1074.73,78.56,-73.82,9198.0
000026,飞亚达,其他商业,深圳,0.0,3.57,4.28,36.51,25.7,3.58,10.83,2.53,-0.03,5.95,1.41,19930603,9.66,2.26,-34.14,-120.16,39.75,-2.21,36766.0
002890,弘宇股份,农用机械,山东,2675.65,0.43,0.67,6.54,4.78,1.43,2.05,3.08,0.003,8.12,4.39,20170802,2.34,3.51,-25.7,-87.78,12.23,0.33,4758.0
000078,海王生物,医药商业,深圳,36.65,26.21,27.63,436.83,371.22,9.52,25.7,0.93,0.028999999999999998,2.29,1.83,19981218,12.57,0.46,-23.52,-40.07,12.6,0.98,230797.0
600719,大连热电,供气供热,辽宁,8.07,4.05,4.05,21.82,5.76,12.65,1.02,0.25,0.13,1.95,2.16,19960716,1.12,0.28,-10.52,-27.13,34.51,13.02,20003.0
300773,拉卡拉,软件服务,北京,42.55,1.92,4.0,99.04,72.79,12.99,24.03,6.01,0.42,12.81,5.59,20190425,20.72,5.18,-19.57,5.17,43.06,15.93,22382.0
600834,申通地铁,公共交通,上海,35.48,4.77,4.77,28.11,8.49,0.33,0.28,0.06,0.045,3.15,2.01,19940224,7.75,1.62,-69.25,-47.74,31.06,29.79,34592.0
300777,中简科技,化纤,江苏,115.19,0.4,4.0,11.98,4.25,6.99,1.71,0.43,0.069,2.52,12.56,20190516,3.92,0.98,-19.41,12.62,82.13,61.54,13258.0
000899,赣能股份,火力发电,江西,17.62,9.76,9.76,73.85,13.51,29.32,24.34,2.49,0.06,4.96,0.85,19971126,10.7,1.1,-16.94,-31.02,22.01,10.82,35169.0
002090,金智科技,软件服务,江苏,97.45,3.99,4.04,35.21,20.45,4.99,0.81,0.2,0.022000000000000002,3.23,2.62,20061208,7.3,1.81,-26.67,-70.56,26.22,2.97,28703.0
000788,北大医药,化学制药,重庆,92.38,5.96,5.96,23.51,20.91,1.52,1.99,0.33,0.017,2.12,3.0,19970616,4.24,0.71,-25.5,-32.19,54.09,2.83,50395.0
300454,深信服,软件服务,深圳,0.0,2.1,4.09,57.55,13.8,2.56,24.92,6.09,-0.48,10.26,18.64,20180516,14.59,3.57,-5.12,-452.25,66.29,-31.82,12801.0
300015,爱尔眼科,医疗保健,湖南,456.69,25.15,30.98,124.84,45.64,17.05,5.77,0.19,0.026000000000000002,2.16,21.7,20091030,26.87,0.87,-26.86,-73.41,29.88,4.83,83033.0
600105,永鼎股份,通信设备,江苏,0.0,12.38,12.46,59.78,27.98,6.37,5.17,0.42,-0.094,1.95,2.18,19970929,3.99,0.32,-25.17,-722.44,-5.92,-24.11,77880.0
000780,*ST平能,煤炭开采,内蒙,0.0,10.14,10.14,49.15,33.09,6.87,14.39,1.42,-0.102,3.71,0.57,19970606,4.83,0.48,-0.08,40.91,16.53,-25.82,41872.0
000917,电广传媒,影视音像,湖南,0.0,12.95,14.18,221.36,79.76,63.86,64.31,4.54,-0.1,7.7,0.83,19990325,21.61,1.52,-15.21,-1751.1,23.74,-11.74,107961.0
002953,日丰股份,电气设备,广东,74.35,0.43,1.72,11.85,9.14,1.26,3.56,2.07,0.086,5.55,4.63,20190509,3.75,2.18,-20.05,-23.55,16.84,5.81,21509.0
002294,信立泰,化学制药,深圳,33.61,10.46,10.46,80.26,31.63,11.83,1.44,0.14,0.14,6.22,3.1,20090910,49.72,4.75,-27.13,-53.33,74.23,17.33,57190.0
603848,好太太,家居用品,广东,65.79,0.71,4.01,17.65,12.98,0.56,3.38,0.84,0.049,3.7,3.48,20171201,6.59,1.64,-53.62,-61.29,49.72,16.03,11786.0
002790,瑞尔特,家居用品,福建,31.91,2.53,4.18,19.0,14.47,4.03,4.4,1.05,0.05,4.04,1.59,20160308,7.15,1.71,-25.99,-39.02,24.71,11.2,17387.0
300322,硕贝德,通信设备,广东,295.58,3.72,4.07,18.5,11.51,3.67,0.02,0.0,0.015,1.63,10.55,20120608,2.15,0.53,-16.67,-67.57,19.09,1.83,53146.0
300034,钢研高纳,小金属,北京,71.39,4.22,4.69,31.77,19.71,5.54,9.06,1.93,0.06,4.45,3.87,20091225,6.86,1.46,-18.41,-10.4,37.81,11.56,19359.0
600276,恒瑞医药,化学制药,江苏,81.57,44.13,44.22,291.67,238.19,25.95,16.82,0.38,0.29,5.91,16.43,20001018,178.63,4.04,11.28,10.3,86.59,23.8,132209.0
002767,先锋电子,电器仪表,浙江,0.0,1.24,1.5,8.52,6.69,0.15,2.87,1.92,-0.019,4.89,2.66,20150612,2.47,1.65,-34.06,-178.26,29.39,-7.89,11201.0
300343,联创股份,互联网,山东,0.0,7.93,11.75,32.68,23.94,3.95,25.83,2.2,-0.025,0.7,3.11,20120801,-28.94,-2.46,-49.91,-180.85,10.52,-7.13,45176.0
600753,东方银星,批发业,福建,132.96,1.28,1.28,5.68,5.57,0.01,1.41,1.11,0.025,1.6,8.18,19960927,-0.64,-0.5,284.03,74.35,1.29,0.42,7018.0
300439,美康生物,医疗保健,浙江,8.0,2.06,3.45,35.59,19.36,4.72,5.95,1.72,0.48,4.34,3.54,20150422,4.71,1.36,-36.26,130.99,33.83,37.56,23966.0
600713,南京医药,医药商业,江苏,15.05,8.97,10.42,242.66,220.3,10.87,16.52,1.59,0.073,3.96,1.11,19960701,10.46,1.0,0.61,5.22,5.97,0.86,74039.0
600247,ST成城,商贸代理,吉林,0.0,3.36,3.36,9.47,0.04,0.02,2.19,0.65,-0.031,-0.28,-7.83,20001123,-7.09,-2.11,-4.18,-0.1,0.0,-318.19,15726.0
600151,航天机电,汽车配件,上海,0.0,14.34,14.34,105.24,40.71,39.61,48.67,3.39,-0.061,3.6,1.22,19980605,-13.69,-0.95,-2.86,15.08,13.23,-6.5,105770.0
300575,中旗股份,农药化肥,江苏,20.33,0.74,1.32,22.92,11.25,8.04,4.13,3.13,0.38,10.12,3.05,20161220,6.98,5.29,-16.92,-32.94,22.21,10.98,8297.0
002611,东方精工,轻工机械,广东,35.95,13.01,15.45,63.68,49.9,5.76,41.56,2.69,0.031,2.84,1.56,20110830,-12.33,-0.8,-48.45,81.09,25.99,7.68,50278.0
600131,国网信通,通信设备,四川,132.06,4.08,11.07,87.4,73.62,2.69,0.77,0.07,0.038,2.51,7.96,19980402,14.11,1.27,-15.6,-19.16,20.65,4.49,33012.0
600744,华银电力,火力发电,湖南,0.0,8.28,17.81,193.16,55.31,105.38,48.89,2.74,-0.018000000000000002,1.71,1.3,19960905,-37.57,-2.11,-15.72,-230.41,9.23,-1.83,79476.0
600348,阳泉煤业,煤炭开采,山西,7.07,24.05,24.05,508.9,138.03,223.57,-0.06,0.0,0.157,7.13,0.62,20030821,112.53,4.68,4.5,-28.64,13.51,4.47,93757.0
600559,老白干酒,白酒,河北,30.37,8.77,8.97,60.67,33.04,9.09,12.81,1.43,0.073,3.74,2.38,20021029,10.32,1.15,-34.19,-44.05,67.54,8.69,91748.0
000088,盐 田 港,港口,深圳,131.36,19.42,19.42,110.54,10.43,21.09,8.11,0.42,0.008,3.67,1.21,19970728,33.84,1.74,-24.09,-69.9,23.31,17.14,63470.0
002643,万润股份,化工原料,山东,28.53,8.94,9.09,60.98,27.19,13.66,20.79,2.29,0.13699999999999998,5.44,2.87,20111220,16.36,1.8,1.01,22.53,42.7,18.58,24606.0
002782,可立克,电气设备,深圳,19.06,4.26,4.26,11.49,6.5,1.77,0.59,0.14,0.146,2.05,5.43,20151222,3.48,0.82,-4.16,427.07,17.11,29.41,38924.0
603650,彤程新材,化工原料,上海,35.98,1.31,5.86,41.2,18.85,3.61,6.86,1.17,0.10800000000000001,3.96,3.94,20180627,9.69,1.65,-11.27,-38.09,29.85,13.9,21887.0
000420,吉林化纤,化纤,吉林,70.97,19.7,19.71,88.56,25.2,47.08,13.9,0.71,0.008,1.54,1.45,19960802,-5.25,-0.27,-12.28,-17.93,22.29,2.59,88873.0
601857,中国石油,石油开采,北京,0.0,1619.22,1830.21,27273.03,4874.14,6876.41,1273.64,0.7,-0.08900000000000001,6.62,0.67,20071105,7218.9,3.94,-14.41,-258.46,16.41,-3.19,708802.0
600667,太极实业,半导体,江苏,54.79,21.06,21.06,213.07,126.79,57.14,31.17,1.48,0.051,3.3,3.39,19930728,14.68,0.7,-1.33,11.94,11.1,2.86,126262.0
300818,耐普矿机,专用机械,江西,681.87,0.18,0.7,10.37,8.12,1.68,3.53,5.05,0.011000000000000001,12.18,2.57,20200212,3.82,5.46,0.0,0.0,40.02,2.45,12733.0
600702,舍得酒业,白酒,四川,77.61,3.3,3.37,56.83,43.72,6.74,8.84,2.63,0.079,9.13,2.7,19960524,18.88,5.61,-42.02,-73.46,72.36,6.6,58195.0
600187,国中水务,水务,黑龙江,55.28,16.54,16.54,48.4,26.2,2.18,20.63,1.25,0.01,2.08,1.08,19981111,-1.99,-0.12,-25.24,1345.83,18.86,26.48,117861.0
600488,天药股份,化学制药,天津,32.23,9.77,10.92,53.48,18.83,24.12,4.14,0.38,0.035,2.71,1.66,20010618,11.31,1.04,-15.86,-0.92,48.16,5.21,67078.0
000025,特 力Ａ,汽车服务,深圳,372.59,3.93,4.31,16.36,6.66,1.05,4.31,1.0,0.012,2.96,6.08,19930621,3.93,0.91,-28.42,-71.09,13.53,6.09,48315.0
000411,英特集团,医药商业,浙江,21.17,2.07,2.49,117.14,105.0,5.47,4.53,1.82,0.133,6.24,1.81,19960716,8.21,3.3,-0.71,8.88,6.61,0.59,12232.0
002615,哈尔斯,家居用品,浙江,0.0,2.25,4.1,19.79,10.9,6.76,0.36,0.09,-0.055,1.98,2.28,20110909,2.84,0.69,-39.54,-276.53,25.95,-9.5,24893.0
603066,音飞储存,仓储物流,江苏,36.53,3.01,3.01,14.23,11.75,0.84,1.8,0.6,0.062,3.3,2.75,20150611,4.77,1.59,-35.55,29.74,31.95,20.97,21801.0
300600,瑞特股份,电气设备,江苏,86.38,2.06,3.03,17.94,13.46,3.47,3.77,1.24,0.026000000000000002,3.74,2.42,20170125,4.28,1.41,-13.92,-42.13,44.42,9.66,12574.0
603277,银都股份,专用机械,浙江,19.13,1.61,4.1,26.16,18.0,4.55,7.51,1.83,0.11900000000000001,5.08,1.79,20170911,7.67,1.87,-9.7,-15.49,46.34,15.29,18614.0
000552,靖远煤电,煤炭开采,甘肃,8.71,22.84,22.87,109.61,51.25,32.77,18.43,0.81,0.065,3.42,0.66,19940106,27.79,1.22,-14.08,-1.0,24.48,13.7,42487.0
000719,中原传媒,出版业,河南,20.59,6.67,10.23,125.24,77.9,14.36,27.63,2.7,0.083,8.17,0.84,19970331,43.29,4.23,-13.53,-4.93,29.72,5.81,18708.0
